Employee_ID,Employment_Status,Hire_Date,Termination_Date,Total_Tenure_Months,Comp_vs_Market,Final_Salary,Avg_KPI_Career,Promotion_Count,Last_Promotion_Date,Exit_Reason,Attrition_Risk_Score
EMP_009202,Terminated,2021-01-03,2024-08-03,43,0.2432,139000,0.6805,0,,Voluntary_Low_Engagement,54.5
EMP_009203,Terminated,2021-01-03,2024-10-03,45,0.1606,123000,0.6828,0,,Voluntary_Low_Engagement,52.8
EMP_009204,Active,2021-01-03,,47,-0.0196,149000,0.7108,0,,Still Active,59.7
EMP_009205,Terminated,2021-01-03,2021-07-04,6,0.1018,123000,0.5878,0,,Voluntary_Personal,56.0
EMP_009206,Active,2021-01-03,,47,0.1502,129000,0.5853,0,,Still Active,61.7
EMP_009207,Terminated,2021-01-04,2023-02-04,25,0.1969,148000,0.7736,0,,Voluntary_Better_Offer,55.1
EMP_009208,Terminated,2021-01-04,2024-01-04,36,0.0514,136000,0.8663,1,2023-01-04,Involuntary_Restructure,43.9
EMP_009209,Terminated,2021-01-04,2022-01-04,12,0.1109,105000,0.4756,0,,Voluntary_Low_Engagement,64.7
EMP_009210,Terminated,2021-01-04,2022-10-05,21,-0.0181,93000,0.6456,0,,Voluntary_Better_Offer,66.9
EMP_009211,Terminated,2021-01-04,2022-04-05,15,0.0468,117000,0.7737,0,,Voluntary_Personal,42.4
EMP_009212,Terminated,2021-01-04,2023-05-06,28,-0.0237,109000,0.716,0,,Voluntary_Personal,60.6
EMP_009213,Active,2021-01-04,,47,-0.0197,141000,0.5979,0,,Still Active,63.8
EMP_009214,Active,2021-01-04,,47,-0.0298,109000,0.7074,0,,Still Active,62.7
EMP_009215,Active,2021-01-05,,47,0.0077,107000,0.6081,0,,Still Active,58.9
EMP_009216,Terminated,2021-01-05,2021-08-06,7,0.0708,163000,0.6089,0,,Voluntary_Better_Offer,50.8
EMP_009217,Terminated,2021-01-05,2023-08-06,31,0.1096,169000,0.7985,0,,Voluntary_Personal,44.3
EMP_009218,Active,2021-01-05,,47,0.0631,162000,0.6255,0,,Still Active,61.0
EMP_009219,Terminated,2021-01-05,2024-09-05,44,0.1891,158000,0.865,1,2023-09-06,Voluntary_Better_Offer,37.1
EMP_009220,Terminated,2021-01-05,2021-10-05,9,0.0427,158000,0.6981,0,,Voluntary_Personal,53.7
EMP_009221,Terminated,2021-01-05,2022-01-05,12,0.1533,165000,0.9834,0,,Involuntary_Restructure,31.6
EMP_009222,Active,2021-01-05,,47,0.0562,112000,0.6842,0,,Still Active,56.0
EMP_009223,Terminated,2021-01-05,2021-11-05,10,0.2633,120000,0.8148,0,,Voluntary_Better_Offer,47.0
EMP_009224,Terminated,2021-01-05,2024-07-06,42,0.198,134000,0.6842,0,,Voluntary_Low_Engagement,43.5
EMP_009225,Active,2021-01-05,,47,0.0657,119000,0.7865,0,,Still Active,46.2
EMP_009226,Terminated,2021-01-05,2022-10-06,21,0.0137,113000,0.7794,0,,Voluntary_Better_Offer,50.3
EMP_009227,Terminated,2021-01-05,2024-06-06,41,0.1414,128000,0.7145,0,,Voluntary_Personal,47.8
EMP_009228,Terminated,2021-01-05,2022-03-07,14,-0.0652,134000,0.5097,0,,Voluntary_Low_Engagement,69.2
EMP_009229,Terminated,2021-01-06,2021-08-07,7,0.0608,119000,0.4515,0,,Voluntary_Low_Engagement,70.1
EMP_009230,Terminated,2021-01-06,2022-04-07,15,0.1452,141000,0.6731,0,,Voluntary_Better_Offer,56.3
EMP_009231,Terminated,2021-01-06,2024-04-07,39,-0.0002,123000,0.7253,0,,Voluntary_Personal,58.1
EMP_009232,Terminated,2021-01-06,2023-10-07,33,0.2174,136000,0.6972,0,,Voluntary_Low_Engagement,53.6
EMP_009233,Terminated,2021-01-06,2023-07-08,30,0.0984,123000,0.7372,0,,Voluntary_Personal,54.4
EMP_009234,Terminated,2021-01-06,2022-08-07,19,0.0666,162000,0.8602,0,,Voluntary_Better_Offer,44.5
EMP_009235,Terminated,2021-01-06,2024-06-07,41,0.0309,109000,0.8474,0,,Voluntary_Personal,50.4
EMP_009236,Terminated,2021-01-06,2024-03-07,38,0.1511,123000,0.81,1,2023-03-08,Voluntary_Personal,45.0
EMP_009237,Active,2021-01-06,,47,-0.0581,89000,0.7778,0,,Still Active,52.0
EMP_009238,Terminated,2021-01-06,2021-10-06,9,-0.0314,119000,0.5945,0,,Voluntary_Low_Engagement,60.1
EMP_009239,Terminated,2021-01-07,2024-10-07,45,-0.0935,101000,0.6774,0,,Voluntary_Personal,62.8
EMP_009240,Terminated,2021-01-07,2023-03-09,26,0.0189,126000,0.773,0,,Voluntary_Better_Offer,52.5
EMP_009241,Terminated,2021-01-07,2024-05-08,40,0.0188,114000,0.7598,0,,Voluntary_Personal,51.6
EMP_009242,Terminated,2021-01-07,2022-02-06,13,-0.0867,86000,0.6524,0,,Involuntary_Performance,65.9
EMP_009243,Terminated,2021-01-07,2024-03-08,38,-0.0438,88000,0.6518,0,,Voluntary_Personal,61.0
EMP_009244,Terminated,2021-01-07,2021-08-08,7,0.1117,124000,0.6782,0,,Voluntary_Better_Offer,54.6
EMP_009245,Active,2021-01-07,,47,-0.0626,86000,0.7277,0,,Still Active,55.5
EMP_009246,Terminated,2021-01-07,2023-08-08,31,0.0499,129000,0.6454,0,,Voluntary_Low_Engagement,56.4
EMP_009247,Terminated,2021-01-07,2022-01-07,12,0.002,167000,0.6337,0,,Voluntary_Better_Offer,58.7
EMP_009248,Terminated,2021-01-07,2023-05-09,28,-0.0949,83000,0.6523,0,,Voluntary_Better_Offer,64.3
EMP_009249,Terminated,2021-01-07,2021-07-08,6,0.0501,151000,0.5536,0,,Voluntary_Low_Engagement,51.9
EMP_009250,Terminated,2021-01-07,2021-07-08,6,-0.0309,139000,0.5807,0,,Voluntary_Personal,63.9
EMP_009251,Terminated,2021-01-08,2023-11-08,34,0.0203,114000,0.7965,0,,Voluntary_Personal,49.7
EMP_009252,Active,2021-01-08,,47,-0.0281,103000,0.6977,0,,Still Active,56.0
EMP_009253,Terminated,2021-01-08,2023-11-08,34,0.0566,151000,0.7014,0,,Voluntary_Better_Offer,55.2
EMP_009254,Terminated,2021-01-08,2022-08-09,19,0.0477,150000,0.7457,0,,Voluntary_Personal,56.9
EMP_009255,Terminated,2021-01-08,2022-11-08,22,-0.0155,150000,0.722,0,,Voluntary_Personal,63.4
EMP_009256,Terminated,2021-01-08,2023-01-08,24,-0.0093,142000,0.7597,0,,Voluntary_Personal,50.8
EMP_009257,Terminated,2021-01-08,2024-07-09,42,0.1068,161000,0.8024,1,2023-07-10,Voluntary_Better_Offer,45.9
EMP_009258,Active,2021-01-08,,47,0.0776,150000,0.8231,1,2023-12-09,Still Active,46.8
EMP_009259,Terminated,2021-01-08,2021-07-09,6,0.034,157000,0.4638,0,,Voluntary_Low_Engagement,61.8
EMP_009260,Terminated,2021-01-08,2022-02-07,13,0.0673,119000,0.6165,0,,Voluntary_Personal,60.2
EMP_009261,Terminated,2021-01-08,2024-03-09,38,0.0383,110000,0.7881,0,,Voluntary_Personal,51.7
EMP_009262,Terminated,2021-01-09,2022-08-10,19,-0.1181,134000,0.576,0,,Involuntary_Performance,67.4
EMP_009263,Active,2021-01-09,,47,0.0712,101000,0.7587,0,,Still Active,51.6
EMP_009264,Terminated,2021-01-09,2021-12-09,11,-0.1054,136000,0.5056,0,,Voluntary_Low_Engagement,64.0
EMP_009265,Terminated,2021-01-09,2022-10-10,21,0.0486,117000,0.4885,0,,Voluntary_Low_Engagement,72.8
EMP_009266,Terminated,2021-01-09,2022-11-09,22,-0.0751,98000,0.565,0,,Voluntary_Low_Engagement,55.2
EMP_009267,Terminated,2021-01-09,2022-11-09,22,-0.1404,123000,0.6314,0,,Voluntary_Personal,66.2
EMP_009268,Terminated,2021-01-09,2021-09-09,8,0.0708,153000,0.6652,0,,Voluntary_Personal,45.8
EMP_009269,Terminated,2021-01-09,2023-04-10,27,0.1076,159000,0.7684,0,,Voluntary_Better_Offer,54.5
EMP_009270,Terminated,2021-01-09,2024-05-10,40,0.1452,190000,0.7164,0,,Voluntary_Low_Engagement,50.8
EMP_009271,Terminated,2021-01-09,2024-07-10,42,0.0614,100000,0.5458,0,,Voluntary_Low_Engagement,58.9
EMP_009272,Terminated,2021-01-10,2021-07-11,6,0.0825,133000,0.6462,0,,Voluntary_Low_Engagement,55.5
EMP_009273,Terminated,2021-01-10,2023-05-12,28,-0.0636,99000,0.4809,0,,Voluntary_Low_Engagement,70.8
EMP_009274,Active,2021-01-10,,47,0.1213,196000,0.9297,1,2023-12-11,Still Active,43.7
EMP_009275,Terminated,2021-01-10,2023-03-12,26,0.0917,103000,0.7748,0,,Voluntary_Personal,57.3
EMP_009276,Active,2021-01-10,,47,0.1838,109000,0.7897,0,,Still Active,45.9
EMP_009277,Terminated,2021-01-10,2022-01-10,12,0.0443,99000,0.8242,0,,Voluntary_Better_Offer,48.1
EMP_009278,Terminated,2021-01-10,2022-11-10,22,0.0407,149000,0.5689,0,,Voluntary_Low_Engagement,60.9
EMP_009279,Terminated,2021-01-11,2021-09-11,8,0.1512,106000,0.6929,0,,Voluntary_Personal,50.4
EMP_009280,Terminated,2021-01-11,2022-04-12,15,0.0579,100000,0.5712,0,,Voluntary_Low_Engagement,64.1
EMP_009281,Terminated,2021-01-11,2021-09-11,8,-0.0625,134000,0.7121,0,,Voluntary_Better_Offer,57.9
EMP_009282,Terminated,2021-01-11,2023-08-12,31,0.0116,154000,0.5249,0,,Voluntary_Low_Engagement,66.1
EMP_009283,Terminated,2021-01-11,2022-06-12,17,0.0485,99000,0.6623,0,,Voluntary_Low_Engagement,44.2
EMP_009284,Active,2021-01-11,,47,0.071,194000,0.935,1,2023-12-12,Still Active,30.5
EMP_009285,Terminated,2021-01-11,2024-01-11,36,0.1607,156000,0.803,1,2023-01-11,Voluntary_Better_Offer,36.2
EMP_009286,Active,2021-01-11,,47,0.0596,161000,0.7644,0,,Still Active,44.0
EMP_009287,Active,2021-01-11,,47,0.0665,101000,0.72,0,,Still Active,48.8
EMP_009288,Terminated,2021-01-11,2022-01-11,12,0.0112,154000,0.6881,0,,Involuntary_Restructure,51.2
EMP_009289,Active,2021-01-11,,47,0.1268,107000,0.7712,0,,Still Active,51.9
EMP_009290,Active,2021-01-11,,47,0.237,214000,0.9005,1,2023-12-12,Still Active,29.9
EMP_009291,Terminated,2021-01-11,2022-02-10,13,0.1113,105000,0.7001,0,,Voluntary_Better_Offer,57.5
EMP_009292,Terminated,2021-01-11,2022-03-13,14,-0.0481,145000,0.7222,0,,Voluntary_Better_Offer,59.0
EMP_009293,Terminated,2021-01-11,2022-04-12,15,0.0663,119000,0.8689,0,,Voluntary_Better_Offer,49.4
EMP_009294,Terminated,2021-01-12,2022-12-13,23,0.1079,102000,0.7741,0,,Involuntary_Restructure,51.1
EMP_009295,Terminated,2021-01-12,2022-12-13,23,0.2476,189000,0.9294,0,,Voluntary_Better_Offer,34.3
EMP_009296,Terminated,2021-01-12,2022-11-12,22,-0.0587,143000,0.6552,0,,Voluntary_Personal,58.2
EMP_009297,Terminated,2021-01-12,2022-08-13,19,-0.1147,81000,0.5585,0,,Voluntary_Low_Engagement,67.6
EMP_009298,Terminated,2021-01-12,2024-01-12,36,0.1474,141000,0.6768,0,,Voluntary_Low_Engagement,58.5
EMP_009299,Terminated,2021-01-12,2023-04-13,27,-0.0417,91000,0.722,0,,Voluntary_Personal,60.8
EMP_009300,Terminated,2021-01-12,2024-06-13,41,-0.0353,88000,0.6371,0,,Voluntary_Better_Offer,56.9
EMP_009301,Terminated,2021-01-12,2022-04-13,15,0.1119,169000,0.7119,0,,Voluntary_Better_Offer,57.0
EMP_009302,Terminated,2021-01-12,2022-01-12,12,-0.0155,150000,0.7174,0,,Voluntary_Personal,47.2
EMP_009303,Terminated,2021-01-12,2022-03-14,14,0.2194,185000,0.6098,0,,Voluntary_Low_Engagement,47.5
EMP_009304,Terminated,2021-01-12,2024-01-12,36,0.0458,159000,0.5537,0,,Voluntary_Low_Engagement,60.3
EMP_009305,Terminated,2021-01-13,2024-06-14,41,-0.0535,87000,0.5767,0,,Voluntary_Low_Engagement,72.1
EMP_009306,Terminated,2021-01-13,2024-07-14,42,0.1262,171000,0.7558,0,,Voluntary_Personal,50.2
EMP_009307,Terminated,2021-01-13,2021-10-13,9,0.0893,165000,0.6538,0,,Voluntary_Low_Engagement,48.3
EMP_009308,Terminated,2021-01-13,2021-07-14,6,0.0355,116000,0.585,0,,Voluntary_Personal,57.0
EMP_009309,Terminated,2021-01-13,2022-02-12,13,-0.1104,84000,0.7332,0,,Voluntary_Personal,52.8
EMP_009310,Active,2021-01-13,,47,0.1436,121000,0.8313,1,2023-12-14,Still Active,46.8
EMP_009311,Terminated,2021-01-13,2021-07-14,6,0.0308,95000,0.6371,0,,Voluntary_Personal,55.3
EMP_009312,Active,2021-01-13,,47,0.0149,125000,0.8312,0,,Still Active,49.8
EMP_009313,Active,2021-01-13,,47,0.2038,159000,0.8411,1,2023-12-14,Still Active,40.5
EMP_009314,Terminated,2021-01-13,2023-04-14,27,-0.0169,93000,0.7144,0,,Voluntary_Better_Offer,55.5
EMP_009315,Terminated,2021-01-13,2022-09-13,20,0.1706,124000,0.6671,0,,Involuntary_Restructure,49.8
EMP_009316,Terminated,2021-01-13,2022-01-13,12,0.2767,121000,0.6826,0,,Involuntary_Restructure,42.3
EMP_009317,Active,2021-01-13,,47,0.0931,116000,0.7625,0,,Still Active,61.0
EMP_009318,Terminated,2021-01-14,2024-02-14,37,-0.1114,94000,0.7443,0,,Voluntary_Low_Engagement,64.6
EMP_009319,Terminated,2021-01-14,2023-02-14,25,0.072,98000,0.7093,0,,Voluntary_Low_Engagement,49.4
EMP_009320,Terminated,2021-01-14,2022-05-16,16,0.088,165000,0.6357,0,,Voluntary_Better_Offer,60.5
EMP_009321,Active,2021-01-14,,47,-0.0958,137000,0.7777,0,,Still Active,57.7
EMP_009322,Terminated,2021-01-14,2023-01-14,24,0.003,162000,0.8344,1,2022-01-14,Voluntary_Personal,43.0
EMP_009323,Terminated,2021-01-14,2023-10-15,33,-0.146,122000,0.7708,0,,Involuntary_Restructure,59.6
EMP_009324,Terminated,2021-01-14,2022-09-14,20,0.0177,146000,0.3844,0,,Voluntary_Low_Engagement,74.6
EMP_009325,Terminated,2021-01-14,2024-04-15,39,0.0698,120000,0.5179,0,,Voluntary_Low_Engagement,67.8
EMP_009326,Active,2021-01-14,,47,0.0407,158000,0.8111,0,,Still Active,47.2
EMP_009327,Terminated,2021-01-14,2021-07-15,6,-0.0023,152000,0.5923,0,,Voluntary_Better_Offer,56.7
EMP_009328,Active,2021-01-14,,47,0.0532,118000,0.6857,0,,Still Active,54.6
EMP_009329,Terminated,2021-01-14,2024-04-15,39,0.0862,100000,0.6344,0,,Voluntary_Low_Engagement,53.1
EMP_009330,Terminated,2021-01-14,2023-05-16,28,0.0451,159000,0.7062,0,,Voluntary_Better_Offer,56.0
EMP_009331,Terminated,2021-01-15,2022-01-15,12,0.0926,166000,0.7341,0,,Voluntary_Better_Offer,53.0
EMP_009332,Terminated,2021-01-15,2022-07-16,18,0.1251,161000,0.8879,0,,Voluntary_Better_Offer,48.6
EMP_009333,Terminated,2021-01-15,2024-08-15,43,0.1388,127000,0.6618,0,,Voluntary_Low_Engagement,45.5
EMP_009334,Terminated,2021-01-15,2023-01-15,24,-0.0339,108000,0.685,0,,Voluntary_Personal,53.0
EMP_009335,Active,2021-01-15,,47,0.1007,104000,0.7471,0,,Still Active,46.1
EMP_009336,Active,2021-01-15,,47,-0.1061,136000,0.6314,0,,Still Active,68.8
EMP_009337,Active,2021-01-15,,47,0.1133,212000,0.8075,1,2023-12-16,Still Active,48.6
EMP_009338,Active,2021-01-15,,47,-0.0732,133000,0.6778,0,,Still Active,52.3
EMP_009339,Active,2021-01-15,,47,0.0649,177000,0.833,0,,Still Active,49.6
EMP_009340,Terminated,2021-01-15,2022-03-17,14,0.1461,174000,0.7422,0,,Voluntary_Personal,40.0
EMP_009341,Terminated,2021-01-15,2023-01-15,24,0.065,119000,0.7792,0,,Voluntary_Personal,52.8
EMP_009342,Terminated,2021-01-15,2022-12-16,23,0.0725,101000,0.785,0,,Voluntary_Personal,50.7
EMP_009343,Terminated,2021-01-15,2024-01-15,36,0.0927,166000,0.6855,0,,Voluntary_Better_Offer,60.8
EMP_009344,Terminated,2021-01-15,2023-07-17,30,0.0015,152000,0.6304,0,,Voluntary_Low_Engagement,61.0
EMP_009345,Terminated,2021-01-15,2022-06-16,17,0.1697,111000,0.554,0,,Voluntary_Low_Engagement,64.1
EMP_009346,Terminated,2021-01-15,2021-09-15,8,0.2314,116000,0.8595,0,,Voluntary_Better_Offer,37.1
EMP_009347,Active,2021-01-15,,47,0.013,113000,0.7506,0,,Still Active,57.2
EMP_009348,Terminated,2021-01-16,2023-07-18,30,0.0275,115000,0.6653,0,,Voluntary_Better_Offer,56.3
EMP_009349,Terminated,2021-01-16,2023-11-16,34,0.0474,99000,0.725,0,,Voluntary_Personal,56.6
EMP_009350,Terminated,2021-01-16,2022-04-17,15,-0.0103,164000,0.7885,0,,Voluntary_Better_Offer,55.1
EMP_009351,Terminated,2021-01-16,2024-10-16,45,-0.0051,151000,0.7854,0,,Voluntary_Personal,51.8
EMP_009352,Terminated,2021-01-16,2022-07-17,18,-0.0854,102000,0.5257,0,,Voluntary_Better_Offer,63.5
EMP_009353,Terminated,2021-01-17,2023-09-18,32,-0.0319,89000,0.708,0,,Voluntary_Low_Engagement,61.7
EMP_009354,Terminated,2021-01-17,2022-07-18,18,0.0592,100000,0.7568,0,,Involuntary_Restructure,56.4
EMP_009355,Terminated,2021-01-17,2023-03-19,26,-0.0123,164000,0.6545,0,,Voluntary_Better_Offer,56.4
EMP_009356,Terminated,2021-01-17,2024-03-18,38,0.0766,179000,0.7589,0,,Voluntary_Personal,52.9
EMP_009357,Terminated,2021-01-17,2022-06-18,17,-0.0616,134000,0.7697,0,,Voluntary_Better_Offer,54.0
EMP_009358,Terminated,2021-01-17,2023-10-18,33,0.0312,115000,0.7369,0,,Voluntary_Better_Offer,54.7
EMP_009359,Terminated,2021-01-17,2024-06-18,41,0.0704,132000,0.771,0,,Voluntary_Better_Offer,50.4
EMP_009360,Terminated,2021-01-17,2021-10-17,9,0.0741,120000,0.7094,0,,Voluntary_Personal,51.3
EMP_009361,Active,2021-01-17,,47,-0.0863,139000,0.7107,0,,Still Active,62.2
EMP_009362,Active,2021-01-17,,47,0.0073,113000,0.7448,0,,Still Active,52.5
EMP_009363,Terminated,2021-01-17,2023-01-17,24,-0.1067,110000,0.6541,0,,Voluntary_Personal,58.9
EMP_009364,Active,2021-01-17,,47,0.0885,151000,0.9345,1,2023-12-18,Still Active,37.7
EMP_009365,Terminated,2021-01-18,2021-07-19,6,-0.0003,94000,0.6648,0,,Voluntary_Low_Engagement,60.7
EMP_009366,Terminated,2021-01-18,2022-08-19,19,-0.0338,102000,0.505,0,,Voluntary_Low_Engagement,62.5
EMP_009367,Terminated,2021-01-18,2021-07-19,6,0.1036,123000,0.6564,0,,Voluntary_Better_Offer,51.0
EMP_009368,Terminated,2021-01-18,2023-09-19,32,0.07,120000,0.6783,0,,Voluntary_Personal,55.9
EMP_009369,Terminated,2021-01-18,2022-01-18,12,0.06,161000,0.5915,0,,Voluntary_Low_Engagement,56.2
EMP_009370,Terminated,2021-01-18,2024-10-18,45,0.0601,161000,0.7169,0,,Voluntary_Personal,51.8
EMP_009371,Terminated,2021-01-18,2024-07-19,42,0.0166,154000,0.8017,0,,Voluntary_Better_Offer,49.2
EMP_009372,Active,2021-01-18,,47,0.2415,178000,0.7848,0,,Still Active,42.2
EMP_009373,Active,2021-01-19,,47,0.0346,127000,0.7142,0,,Still Active,51.0
EMP_009374,Terminated,2021-01-19,2022-12-20,23,0.1559,122000,0.6285,0,,Voluntary_Low_Engagement,59.1
EMP_009375,Terminated,2021-01-19,2021-10-19,9,0.0508,99000,0.5983,0,,Voluntary_Better_Offer,57.8
EMP_009376,Terminated,2021-01-19,2021-11-19,10,0.1419,173000,0.5957,0,,Voluntary_Low_Engagement,62.9
EMP_009377,Terminated,2021-01-19,2021-07-20,6,0.0771,163000,0.6475,0,,Voluntary_Low_Engagement,48.1
EMP_009378,Terminated,2021-01-19,2022-07-20,18,0.2124,184000,0.89,0,,Voluntary_Better_Offer,41.6
EMP_009379,Terminated,2021-01-19,2021-09-19,8,-0.1018,136000,0.5744,0,,Voluntary_Better_Offer,65.5
EMP_009380,Terminated,2021-01-19,2022-01-19,12,0.1893,126000,0.639,0,,Voluntary_Personal,51.4
EMP_009381,Active,2021-01-19,,47,0.2119,201000,0.6893,0,,Still Active,52.2
EMP_009382,Terminated,2021-01-19,2022-06-20,17,-0.08,140000,0.7147,0,,Voluntary_Personal,54.9
EMP_009383,Terminated,2021-01-19,2023-08-20,31,0.0866,180000,0.595,0,,Involuntary_Restructure,64.2
EMP_009384,Terminated,2021-01-19,2022-09-19,20,0.155,142000,0.8161,0,,Voluntary_Personal,37.1
EMP_009385,Active,2021-01-19,,47,0.2354,220000,0.8285,1,2023-12-20,Still Active,37.8
EMP_009386,Terminated,2021-01-19,2022-11-19,22,-0.0988,137000,0.779,0,,Voluntary_Personal,58.2
EMP_009387,Terminated,2021-01-19,2021-07-20,6,0.0082,113000,0.6734,0,,Voluntary_Better_Offer,59.1
EMP_009388,Active,2021-01-19,,47,0.1588,189000,0.9061,1,2023-12-20,Still Active,48.2
EMP_009389,Terminated,2021-01-19,2022-09-19,20,0.174,178000,0.8925,0,,Involuntary_Restructure,35.0
EMP_009390,Terminated,2021-01-19,2022-02-18,13,0.1114,124000,0.5338,0,,Voluntary_Low_Engagement,60.3
EMP_009391,Terminated,2021-01-20,2022-11-20,22,0.0145,145000,0.7104,0,,Voluntary_Better_Offer,49.2
EMP_009392,Terminated,2021-01-20,2022-01-20,12,0.0834,164000,0.7006,0,,Involuntary_Restructure,57.0
EMP_009393,Terminated,2021-01-20,2022-01-20,12,0.1101,168000,0.8726,0,,Voluntary_Personal,42.8
EMP_009394,Terminated,2021-01-20,2023-05-22,28,0.0029,95000,0.6348,0,,Voluntary_Better_Offer,55.1
EMP_009395,Terminated,2021-01-20,2022-10-21,21,0.2052,135000,0.8292,0,,Voluntary_Personal,44.8
EMP_009396,Terminated,2021-01-20,2022-10-21,21,-0.0152,149000,0.7589,0,,Voluntary_Personal,54.1
EMP_009397,Active,2021-01-20,,47,-0.0548,106000,0.7424,0,,Still Active,52.3
EMP_009398,Terminated,2021-01-20,2023-08-21,31,0.0825,133000,0.6552,0,,Voluntary_Low_Engagement,51.0
EMP_009399,Terminated,2021-01-20,2023-06-21,29,0.2369,117000,0.6885,0,,Voluntary_Low_Engagement,47.4
EMP_009400,Terminated,2021-01-21,2021-08-22,7,-0.0275,103000,0.5766,0,,Voluntary_Better_Offer,60.4
EMP_009401,Terminated,2021-01-21,2022-05-23,16,-0.0112,150000,0.6977,0,,Voluntary_Personal,54.4
EMP_009402,Terminated,2021-01-21,2023-09-22,32,-0.041,146000,0.7922,0,,Voluntary_Personal,53.1
EMP_009403,Terminated,2021-01-21,2021-07-22,6,-0.0735,85000,0.6585,0,,Voluntary_Better_Offer,57.7
EMP_009404,Terminated,2021-01-21,2024-09-21,44,0.207,207000,0.8459,1,2023-09-22,Voluntary_Better_Offer,39.3
EMP_009405,Terminated,2021-01-21,2024-09-21,44,0.0584,161000,0.4709,0,,Voluntary_Low_Engagement,67.4
EMP_009406,Terminated,2021-01-21,2022-08-22,19,0.1156,169000,0.6192,0,,Voluntary_Low_Engagement,55.1
EMP_009407,Terminated,2021-01-21,2023-08-22,31,0.1168,160000,0.7442,0,,Voluntary_Better_Offer,50.2
EMP_009408,Terminated,2021-01-21,2022-09-21,20,0.0186,155000,0.7486,0,,Voluntary_Better_Offer,41.4
EMP_009409,Terminated,2021-01-21,2023-11-21,34,-0.1537,128000,0.6427,0,,Involuntary_Restructure,68.7
EMP_009410,Terminated,2021-01-22,2023-06-23,29,-0.0968,85000,0.5794,0,,Voluntary_Better_Offer,59.4
EMP_009411,Terminated,2021-01-22,2024-05-23,40,0.1529,208000,0.8981,1,2023-05-24,Voluntary_Better_Offer,37.3
EMP_009412,Terminated,2021-01-22,2023-01-22,24,-0.0989,101000,0.5528,0,,Voluntary_Low_Engagement,67.8
EMP_009413,Terminated,2021-01-22,2022-01-22,12,0.1063,168000,0.568,0,,Voluntary_Low_Engagement,60.8
EMP_009414,Terminated,2021-01-22,2023-09-23,32,0.2194,185000,0.7,0,,Voluntary_Low_Engagement,46.5
EMP_009415,Terminated,2021-01-22,2022-06-23,17,0.0032,144000,0.6988,0,,Voluntary_Better_Offer,54.5
EMP_009416,Terminated,2021-01-22,2021-07-23,6,0.1826,179000,0.7978,0,,Voluntary_Better_Offer,46.4
EMP_009417,Terminated,2021-01-22,2023-12-23,35,0.1208,120000,0.8882,1,2022-12-23,Voluntary_Personal,45.6
EMP_009418,Active,2021-01-23,,47,0.1223,119000,0.8258,1,2023-12-24,Still Active,46.0
EMP_009419,Terminated,2021-01-23,2024-04-24,39,-0.0136,150000,0.5759,0,,Voluntary_Low_Engagement,57.2
EMP_009420,Terminated,2021-01-23,2023-02-23,25,-0.1057,100000,0.6626,0,,Involuntary_Performance,62.7
EMP_009421,Terminated,2021-01-23,2023-01-23,24,0.1159,169000,0.7414,0,,Voluntary_Better_Offer,51.8
EMP_009422,Terminated,2021-01-23,2022-01-23,12,-0.0506,106000,0.7387,0,,Voluntary_Personal,51.0
EMP_009423,Terminated,2021-01-23,2022-05-25,16,0.0215,97000,0.5554,0,,Voluntary_Low_Engagement,60.6
EMP_009424,Active,2021-01-23,,47,0.0887,165000,0.7348,0,,Still Active,53.8
EMP_009425,Terminated,2021-01-23,2024-02-23,37,-0.076,114000,0.6091,0,,Voluntary_Better_Offer,58.4
EMP_009426,Terminated,2021-01-23,2023-11-23,34,0.2157,150000,0.6419,0,,Voluntary_Low_Engagement,53.8
EMP_009427,Terminated,2021-01-23,2022-06-24,17,0.0648,101000,0.7147,0,,Voluntary_Better_Offer,55.1
EMP_009428,Terminated,2021-01-23,2023-12-24,35,0.0135,107000,0.6356,0,,Voluntary_Low_Engagement,54.7
EMP_009429,Terminated,2021-01-23,2021-09-23,8,-0.0282,103000,0.6201,0,,Voluntary_Low_Engagement,65.3
EMP_009430,Terminated,2021-01-24,2023-02-24,25,0.0859,134000,0.6374,0,,Voluntary_Personal,58.4
EMP_009431,Terminated,2021-01-24,2023-06-25,29,0.0558,112000,0.7072,0,,Voluntary_Personal,54.4
EMP_009432,Terminated,2021-01-24,2022-05-26,16,-0.0783,87000,0.6073,0,,Voluntary_Low_Engagement,69.4
EMP_009433,Active,2021-01-24,,47,0.0503,117000,0.8948,0,,Still Active,43.1
EMP_009434,Terminated,2021-01-24,2022-10-25,21,0.1087,136000,0.7519,0,,Voluntary_Better_Offer,45.0
EMP_009435,Active,2021-01-24,,47,-0.1232,133000,0.631,0,,Still Active,64.2
EMP_009436,Terminated,2021-01-24,2021-09-24,8,0.0768,133000,0.5473,0,,Voluntary_Low_Engagement,61.7
EMP_009437,Terminated,2021-01-24,2022-06-25,17,0.136,140000,0.5767,0,,Voluntary_Low_Engagement,57.2
EMP_009438,Terminated,2021-01-24,2021-09-24,8,0.013,154000,0.7188,0,,Voluntary_Low_Engagement,52.8
EMP_009439,Terminated,2021-01-24,2023-07-26,30,0.0704,98000,0.7927,0,,Voluntary_Personal,57.1
EMP_009440,Active,2021-01-25,,47,0.0313,97000,0.737,0,,Still Active,57.1
EMP_009441,Active,2021-01-25,,47,0.0198,108000,0.7305,0,,Still Active,52.0
